amt,user_id,latitudinal_distance,longitudinal_distance,is_fraud
3.97,0,0.233,0.004,0
69.7,1,0.164,0.664,0
55.43,0,0.245,0.078,0
21.42,7,0.655,0.698,0
99.96,5,0.687,0.337,0
91.96,7,0.004,0.545,0
61.76,5,0.845,0.803,0
42.28,9,0.444,0.689,0
137.91,7,0.604,0.541,0
139.74,1,0.321,0.835,0
112.81,3,0.77,0.041,0
1.86,7,0.111,0.605,0
7.08,1,0.203,0.056,0
8.33,9,0.869,0.884,0
60.15,3,0.869,0.338,0
95.33,7,0.843,0.238,0
8.09,10,0.244,0.147,0
3.62,0,0.324,0.803,0
4.9,0,0.511,0.605,0
852.81,0,0.35,0.317,0
54.65,9,0.579,0.831,0
93.67,3,0.91,0.317,0
2.53,1,0.409,0.942,0
7.16,6,0.693,0.233,0
88.62,1,0.87,0.969,0
50.89,0,0.544,0.883,0
68.89,9,0.41,0.639,0
52.46,1,0.408,0.961,0
24.41,7,0.501,0.323,0
7.54,1,0.769,0.98,0
6.72,7,0.066,0.408,0
65.29,6,0.188,0.286,0
110.49,9,0.628,0.066,0
94.39,2,0.177,0.448,0
73.1,3,0.392,0.06,0
107.28,2,0.369,0.718,0
2.2,0,0.74,0.71,0
78.59,3,0.894,0.52,0
19.08,1,0.132,0.222,0
66.81,6,0.058,0.748,0
60.78,1,0.878,0.258,0
3.43,5,0.531,0.159,0
75.11,5,0.99,0.301,0
4.63,2,0.88,0.026,0
193.66,1,0.171,0.927,0
39.21,5,0.899,0.522,0
107.89,2,0.254,0.8,0
8.38,10,0.671,0.72,0
116.68,9,0.892,0.827,0
39.6,5,0.259,0.843,0
124.23,3,0.443,0.524,0
6.32,1,0.075,0.881,0
39.37,7,0.084,0.646,0
25.42,1,0.922,0.91,0
51.05,5,0.723,0.474,0
189.17,0,0.053,0.13,0
1.74,1,0.558,0.806,0
1.45,6,0.541,0.341,0
87.09,4,0.291,0.565,0
131.69,5,0.015,0.952,0
22.59,4,0.156,0.918,0
89.97,4,0.295,0.287,0
12.22,1,0.689,0.668,0
5.23,0,0.744,0.389,0
317.39,2,0.535,0.088,1
13.97,2,0.282,0.588,1
7.81,7,0.518,0.972,0
61.32,0,0.327,0.347,0
23.76,7,0.338,0.723,0
64.3,10,0.183,0.107,0
23.48,1,0.928,0.875,0
69.18,1,0.395,0.569,0
9.61,5,0.883,0.097,0
9.01,1,0.304,0.28,0
100.61,5,0.013,0.383,0
3.78,0,0.211,0.477,0
6.58,0,0.682,0.251,0
1222.17,2,0.285,0.616,1
15.48,7,0.48,0.061,0
21.72,7,0.449,0.38,0
34.16,4,0.425,0.558,0
847.95,2,0.643,0.29,1
2.27,0,0.617,0.599,0
85.31,10,0.463,0.719,0
1042.06,2,0.685,0.059,1
49.83,2,0.461,0.176,1
5.21,2,0.974,0.35,1
21.31,2,0.572,0.266,1
24.26,2,0.465,0.792,1
6.66,6,0.883,0.009,0
71.64,7,0.208,0.382,0
65.25,10,0.921,0.011,0
10.76,0,0.707,0.458,0
24.74,6,0.936,0.946,0
88.7,10,0.03,0.867,0
17.8,7,0.202,0.771,0
31.01,7,0.015,0.524,0
1053.93,2,0.692,0.552,1
17.55,1,0.447,0.255,0
4.23,5,0.198,0.264,0
9.05,5,0.744,0.12,0
124.3,7,0.641,0.223,0
3.4,9,0.889,0.087,0
64.45,0,0.49,0.922,0
1.41,10,0.878,0.459,0
13.22,10,0.326,0.915,0
75.25,3,0.342,0.181,0
15.86,7,0.487,0.872,0
55.31,3,0.161,0.421,0
2.36,7,0.208,0.86,0
20.31,10,0.763,0.578,0
37.2,1,0.039,0.035,0
16.69,0,0.455,0.563,0
34.35,0,0.471,0.555,0
27.69,5,0.78,0.531,0
98.45,4,0.56,0.365,0
108.21,0,0.342,0.409,0
63.86,0,0.494,0.025,0
69.26,0,0.673,0.018,0
6.34,0,0.496,0.214,0
13.26,1,0.297,0.24,0
120.59,10,0.269,0.902,0
103.5,0,0.746,0.898,0
98.46,1,0.645,0.187,0
4.12,7,0.892,0.073,0
10.72,6,0.032,0.161,0
73.46,9,0.935,0.495,0
95.71,3,0.126,0.797,0
80.25,0,0.891,0.06,0
47.04,5,0.361,0.749,0
77.9,0,0.638,0.943,0
1.11,7,0.603,0.885,0
84.4,1,0.911,0.75,0
7.67,10,0.41,0.087,0
114.95,10,0.708,0.682,0
7.01,5,0.102,0.203,0
85.09,1,0.386,0.31,0
84.04,0,0.1,0.194,0
29.61,9,0.237,0.422,0
75.48,1,0.259,0.217,0
52.57,5,0.031,0.689,0
23.09,1,0.372,0.167,0
290.55,9,0.016,0.336,0
16.67,7,0.009,0.874,0
9.66,0,0.319,0.814,0
4.54,0,0.644,0.389,0
54.07,0,0.029,0.118,0
9.53,0,0.014,0.912,0
6.18,10,0.416,0.292,0
76.67,0,0.133,0.131,0
41.97,4,0.453,0.518,0
106.83,0,0.349,0.334,0
8.63,5,0.584,0.967,0
48.19,6,0.915,0.343,0
13.86,1,0.857,0.558,0
138.18,1,0.522,0.313,0
71.51,3,0.365,0.603,0
98.15,1,0.593,0.677,0
24.3,0,0.157,0.732,0
9.81,9,0.735,0.371,0
80.95,6,0.576,0.541,0
35.62,0,0.181,0.648,0
11.91,5,0.356,0.962,0
3.1,4,0.528,0.601,0
247.22,4,0.808,0.101,0
8.88,0,0.082,0.202,0
75.14,4,0.517,0.216,0
37.24,0,0.981,0.277,0
58.77,9,0.482,0.238,0
38.25,3,0.485,0.542,0
91.28,3,0.961,0.178,0
107.12,7,0.043,0.816,0
9.9,9,0.546,0.104,0
8.19,1,0.262,0.632,0
2.23,1,0.283,0.872,0
2.26,10,0.358,0.161,0
9.0,0,0.484,0.038,0
30.65,1,0.444,0.638,0
24.22,9,0.785,0.207,0
13.35,7,0.453,0.8,0
49.41,3,0.06,0.31,0
26.09,7,0.39,0.715,0
31.71,2,0.057,0.252,0
43.07,0,0.393,0.591,0
85.76,1,0.326,0.644,0
83.15,7,0.041,0.603,0
23.54,3,0.879,0.312,0
38.02,1,0.014,0.304,0
53.5,7,0.94,0.05,0
53.18,5,0.69,0.322,0
8.41,9,0.618,0.999,0
3.51,5,0.208,0.801,0
6.81,0,0.065,0.828,0
70.23,0,0.559,0.607,0
4.93,7,0.567,0.116,0
3.25,0,0.041,0.569,0
7.03,7,0.169,0.574,0
135.16,3,0.541,0.896,0
1.19,10,0.792,0.731,0
56.01,4,0.385,0.216,0
63.21,5,0.961,0.426,0
3.28,1,0.356,0.117,0
41.54,7,0.693,0.845,0
27.48,0,0.61,0.657,0
46.99,5,0.321,0.208,0
49.13,6,0.424,0.854,0
17.97,10,0.851,0.524,0
53.52,9,0.8,0.96,0
6.86,0,0.33,0.984,0
25.16,0,1.0,0.21,0
9.2,5,0.082,0.117,0
5.76,7,0.957,0.191,0
44.03,3,0.042,0.932,0
41.14,3,0.432,0.674,0
1.46,7,0.63,0.09,0
2.07,10,0.019,0.09,0
96.3,4,0.732,0.643,0
154.46,0,0.323,0.739,0
32.28,10,0.261,0.896,0
2.19,1,0.658,0.48,0
75.42,1,0.793,0.805,0
53.07,0,0.87,0.114,0
1.94,1,0.52,0.799,0
63.01,6,0.578,0.051,0
9.88,0,0.553,0.87,0
39.4,0,0.986,0.058,0
77.77,3,0.084,0.981,0
102.81,7,0.179,0.786,0
3.18,7,0.817,0.798,0
172.67,1,0.058,0.992,0
130.9,7,0.988,0.148,0
157.48,2,0.99,0.603,0
61.56,4,0.413,0.331,0
13.9,7,0.546,0.067,0
18.54,6,0.429,0.978,0
10.2,2,0.077,0.327,0
55.92,0,0.828,0.975,0
5.86,7,0.785,0.424,0
109.86,4,0.906,0.305,0
21.68,5,0.614,0.688,0
4.9,5,0.479,0.379,0
4.71,5,0.286,0.07,0
98.23,0,0.954,0.605,0
8.16,9,0.91,0.647,0
32.23,5,0.422,0.959,0
7.85,1,0.98,0.655,0
48.75,0,0.324,0.685,0
53.24,7,0.148,0.085,0
107.88,7,0.935,0.185,0
75.85,4,0.801,0.513,0
6.6,1,0.007,0.05,0
98.8,1,0.069,0.913,0
36.25,7,0.974,0.145,0
73.39,0,0.69,0.115,0
91.65,3,0.255,0.573,0
18.04,7,0.882,0.582,0
51.59,7,0.397,0.436,0
5.31,5,0.132,0.931,0
90.33,7,0.302,0.965,0
75.7,2,0.148,0.791,0
1.07,0,0.627,0.944,0
3.28,7,0.739,0.141,0
53.55,9,0.593,0.33,0
7.7,5,0.966,0.041,0
106.01,10,0.827,0.041,0
7.3,7,0.936,0.17,0
8.56,7,0.509,0.547,0
83.31,0,0.581,0.686,0
1.4,7,0.843,0.995,0
51.2,0,0.808,0.979,0
103.59,0,0.169,0.615,0
100.6,3,0.768,0.38,0
6.6,9,0.632,0.387,0
33.82,1,0.955,0.273,0
87.13,1,0.408,0.109,0
71.2,10,0.377,0.947,0
96.42,1,0.834,0.466,0
88.63,0,0.87,0.419,0
84.22,1,0.317,0.839,0
5.76,1,0.748,0.26,0
86.63,1,0.154,0.451,0
12.53,9,0.535,0.97,0
87.15,7,0.273,0.894,0
29.51,7,0.964,0.285,0
34.3,7,0.819,0.67,0
3.54,2,0.634,0.103,0
11.17,0,0.422,0.667,0
14.95,7,0.918,0.17,0
11.58,1,0.577,0.53,0
114.53,7,0.531,0.598,0
66.66,2,0.477,0.356,0
36.09,0,0.577,0.764,0
1.14,7,0.469,0.426,0
73.07,5,0.173,0.119,0
5.99,5,0.717,0.64,0
63.22,9,0.833,0.14,0
38.94,10,0.846,0.33,0
25.2,10,0.957,0.317,0
47.71,10,0.15,0.73,0
136.64,7,0.833,0.365,0
8.54,4,0.077,0.165,0
3.41,5,0.449,0.613,0
53.41,5,0.14,0.144,0
14.26,10,0.448,0.831,0
24.45,7,0.089,0.375,0
22.27,4,0.266,0.291,0
48.69,7,0.444,0.79,0
220.74,6,0.088,0.032,0
11.39,4,0.232,0.062,0
67.09,3,0.347,0.24,0
60.13,7,0.869,0.518,0
26.26,6,0.675,0.254,0
51.07,5,0.355,0.645,0
146.11,1,0.415,0.993,0
27.3,0,0.277,0.178,0
9.11,5,0.226,0.504,0
36.83,6,0.518,0.899,0
104.45,1,0.759,0.552,0
131.04,4,0.792,0.325,0
52.57,5,0.53,0.02,0
9.39,10,0.834,0.106,0
2.79,7,0.117,0.655,0
70.88,5,0.772,0.064,0
27.83,7,0.191,0.744,0
48.1,10,0.834,0.012,0
66.83,0,0.116,0.169,0
5.24,2,0.003,0.51,0
127.57,7,0.419,0.791,0
74.24,1,0.065,0.192,0
105.71,5,0.836,0.616,0
93.64,2,0.984,0.073,0
8.9,7,0.119,0.165,0
1.62,0,0.174,0.765,0
9.8,7,0.567,0.545,0
1.7,4,0.27,0.216,0
33.6,5,0.848,0.512,0
25.37,9,0.707,0.931,0
31.01,9,0.627,0.282,0
53.12,5,0.618,0.229,0
6.88,1,0.406,0.706,0
77.07,5,0.349,0.299,0
43.56,1,0.282,0.212,0
73.24,1,0.802,0.307,0
33.77,3,0.213,0.461,0
72.59,1,0.917,0.325,0
3.3,7,0.698,0.822,0
48.4,7,0.829,0.014,0
74.41,10,0.857,0.826,0
28.55,1,0.937,0.664,0
71.57,3,0.994,0.056,0
8.06,1,0.439,0.513,0
55.36,6,0.368,0.667,0
7.72,10,0.606,0.803,0
48.98,0,0.301,0.613,0
46.78,7,0.083,0.797,0
77.54,0,0.562,0.928,0
60.09,4,0.951,0.899,0
509.5,6,0.747,0.79,0
68.31,10,0.637,0.831,0
51.48,7,0.584,0.938,0
3.65,10,0.793,0.716,0
106.26,6,0.515,0.344,0
234.67,7,0.89,0.81,0
67.46,2,0.414,0.714,0
29.72,5,0.167,0.674,0
3.78,4,0.702,0.285,0
101.86,1,0.396,0.455,0
11.09,7,0.319,0.055,0
45.75,1,0.518,0.471,0
137.03,0,0.406,0.079,0
8.02,10,0.896,0.223,0
3.85,0,0.767,0.813,0
9.88,6,0.495,0.402,0
53.65,9,0.043,0.83,0
4.28,5,0.765,0.976,0
87.33,0,0.558,0.723,0
190.01,7,0.796,0.444,0
59.65,10,0.311,0.248,0
62.67,6,0.609,0.929,0
34.3,3,0.38,0.717,0
74.86,3,0.62,0.26,0
122.41,9,0.386,0.693,0
7.85,1,0.869,0.534,0
108.2,7,0.535,0.496,0
35.77,7,0.441,0.073,0
74.35,0,0.725,0.994,0
351.39,1,0.037,0.279,0
6.57,0,0.899,0.867,0
36.85,7,0.444,0.675,0
6.14,1,0.784,0.303,0
50.4,9,0.885,0.23,0
32.9,1,0.77,0.608,0
37.36,7,0.315,0.274,0
14.39,7,0.021,0.892,0
19.97,5,0.185,0.265,0
75.57,6,0.876,0.284,0
21.39,0,0.6,0.203,0
4.63,1,0.653,0.967,0
14.17,5,0.781,0.418,0
472.17,0,0.922,0.237,0
13.6,0,0.283,0.658,0
51.07,6,0.684,0.185,0
32.86,1,0.697,0.762,0
5.8,1,0.582,0.238,0
588.79,5,0.107,0.672,0
9.77,5,0.912,0.39,0
49.26,4,0.24,0.91,0
1.6,1,0.916,0.271,0
135.45,3,0.193,0.583,0
52.56,4,0.232,0.757,0
9.95,9,0.677,0.108,0
12.84,7,0.139,0.807,0
8.4,1,0.605,0.067,0
17.58,7,0.914,0.131,0
2.21,6,0.781,0.325,0
47.9,5,0.781,0.831,0
4.27,10,0.344,0.027,0
72.01,3,0.059,0.729,0
7.33,5,0.84,0.162,0
71.97,5,0.695,0.419,0
563.84,5,0.919,0.303,0
4.22,7,0.371,0.465,0
103.39,1,0.693,0.666,0
25.22,10,0.13,0.69,0
15.48,2,0.525,0.39,0
31.04,0,0.032,0.266,0
74.12,3,0.27,0.83,0
7.53,0,0.786,0.107,0
43.06,5,0.549,0.522,0
7.73,4,0.463,0.68,0
1.75,7,0.432,0.473,0
6.48,4,0.265,0.654,0
3.89,7,0.226,0.476,0
64.85,0,0.56,0.866,0
123.81,9,0.53,0.436,0
97.29,0,0.154,0.409,0
50.77,3,0.847,0.154,0
106.27,5,0.729,0.975,0
70.23,1,0.848,0.987,0
4.95,1,0.614,0.28,0
12.73,10,0.7,0.0,0
64.5,7,0.971,0.4,0
42.59,1,0.656,0.974,0
16.16,0,0.909,0.539,0
3.33,7,0.776,0.492,0
7.71,0,0.423,0.652,0
55.25,5,0.869,0.381,0
126.34,7,0.824,0.084,0
55.9,1,0.597,0.663,0
11.34,10,0.762,0.896,0
100.1,10,0.307,0.825,0
5.85,7,0.779,0.715,0
9.33,0,0.725,0.007,0
37.62,7,0.495,0.581,0
3.58,4,0.088,0.718,0
51.31,2,0.196,0.997,0
25.22,2,0.375,0.86,0
71.34,3,0.583,0.024,0
38.52,1,0.146,0.057,0
50.96,10,0.46,0.957,0
131.06,3,0.004,0.811,0
71.5,1,0.554,0.574,0
76.85,5,0.783,0.196,0
134.94,7,0.445,0.43,0
40.59,4,0.611,0.912,0
58.91,7,0.164,0.852,0
95.68,7,0.258,0.619,0
19.4,7,0.78,0.351,0
275.55,0,0.963,0.438,0
5.72,1,0.188,0.582,0
57.18,0,0.192,0.057,0
106.04,0,0.445,0.098,0
8.33,1,0.621,0.644,0
25.22,0,0.887,0.46,0
6.19,0,0.658,0.986,0
6.0,5,0.366,0.891,0
33.8,7,0.241,0.399,0
1.62,2,0.266,0.609,0
53.37,9,0.759,0.06,0
130.56,1,0.744,0.689,0
118.24,5,0.677,0.878,0
17.57,0,0.641,0.688,0
121.83,3,0.389,0.267,0
62.2,0,0.161,0.461,0
8.42,9,0.637,0.622,0
58.76,7,0.631,0.597,0
3.84,5,0.306,0.748,0
9.99,1,0.823,0.19,0
133.52,5,0.103,0.309,0
53.11,1,0.139,0.519,0
222.47,7,0.193,0.892,0
157.94,10,0.18,0.945,0
98.51,1,0.941,0.543,0
47.3,7,0.9,0.628,0
68.13,7,0.303,0.791,0
129.63,1,0.559,0.457,0
154.45,10,0.649,0.925,0
12.56,7,0.396,0.648,0
52.31,3,0.499,0.018,0
170.48,10,0.915,0.191,0
33.36,2,0.68,0.404,0
96.32,4,0.782,0.348,0
110.07,1,0.268,0.43,0
81.45,0,0.422,0.851,0
74.63,3,0.492,0.27,0
174.99,2,0.317,0.755,0
9.27,0,0.401,0.513,0
60.8,0,0.828,0.466,0
144.84,0,0.303,0.006,0
4.21,0,0.12,0.963,0
13.92,0,0.783,0.565,0
6.97,1,0.618,0.339,0
104.63,1,0.04,0.601,0
36.44,10,0.909,0.484,0
126.54,10,0.955,0.696,0
116.21,7,0.582,0.846,0
237.55,5,0.293,0.016,0
48.04,0,0.608,0.394,0
13.77,7,0.34,0.935,0
42.97,10,0.259,0.153,0
19.53,7,0.818,0.382,0
52.15,1,0.679,0.138,0
3.33,5,0.02,0.084,0
9.65,0,0.477,0.033,0
83.55,0,0.197,0.411,0
67.03,2,0.207,0.552,0
15.95,0,0.683,0.812,0
64.58,5,0.896,0.574,0
27.55,0,0.848,0.357,0
1.44,1,0.196,0.556,0
1.35,1,0.095,0.237,0
89.19,4,0.081,0.035,0
48.3,7,0.416,0.622,0
4.81,6,0.247,0.177,0
87.52,3,0.529,0.871,0
5.61,0,0.282,0.958,0
102.24,1,0.124,0.605,0
14.8,4,0.708,0.75,0
9.24,0,0.758,0.343,0
6.03,7,0.675,0.25,0
47.42,7,0.236,0.215,0
57.21,7,0.735,0.752,0
115.02,1,0.427,0.483,0
84.8,1,0.443,0.501,0
3.39,1,0.251,0.935,0
40.85,0,0.023,0.76,0
1.89,2,0.203,0.751,0
59.27,10,0.556,0.532,0
53.19,1,0.4,0.738,0
104.97,7,0.422,0.171,0
295.73,1,0.906,0.233,0
114.78,1,0.416,0.858,0
6.0,7,0.931,0.838,0
4.83,7,0.526,0.997,0
97.94,7,0.622,0.617,0
39.42,10,0.633,0.489,0
45.75,4,0.095,0.092,0
5.54,5,0.285,0.372,0
11.86,1,0.821,0.621,0
100.9,1,0.26,0.131,0
35.33,1,0.876,0.36,0
76.42,3,0.75,0.411,0
4.84,10,0.917,0.565,0
8.8,0,0.435,0.895,0
1.43,0,0.21,0.439,0
226.91,0,0.296,0.279,0
80.03,7,0.514,0.072,0
108.54,5,0.427,0.143,0
568.21,1,0.403,0.302,0
66.35,1,0.491,0.942,0
152.33,7,0.587,0.262,0
73.39,7,0.133,0.387,0
67.36,5,0.966,0.532,0
33.34,10,0.33,0.904,0
7.56,7,0.88,0.917,0
41.25,4,0.664,0.903,0
40.98,7,0.371,0.95,0
47.32,0,0.927,0.812,0
54.53,0,0.751,0.213,0
41.31,5,0.036,0.99,0
5.26,4,0.424,0.974,0
107.24,2,0.683,0.689,0
97.05,1,0.939,0.862,0
6.13,1,0.392,0.761,0
29.96,3,0.88,0.894,0
71.14,5,0.574,0.471,0
92.8,6,0.579,0.749,0
756.56,5,0.604,0.69,0
56.7,10,0.468,0.29,0
68.86,3,0.558,0.396,0
8.6,7,0.811,0.003,0
46.26,5,0.814,0.915,0
39.03,5,0.505,0.647,0
2.33,0,0.009,0.466,0
53.15,3,0.188,0.587,0
26.66,10,0.291,0.128,0
6.28,10,0.938,0.231,0
19.5,2,0.841,0.426,0
55.26,0,0.643,0.009,0
7.68,10,0.638,0.037,0
8.08,6,0.502,0.105,0
94.11,1,0.691,0.949,0
48.63,10,0.737,0.356,0
45.71,0,0.079,0.864,0
1.78,5,0.002,0.054,0
265.44,1,0.115,0.07,0
8.6,10,0.304,0.942,0
9.81,1,0.17,0.609,0
98.75,4,0.701,0.656,0
58.39,7,0.27,0.796,0
6.4,10,0.626,0.713,0
11.56,10,0.885,0.356,0
3.66,4,0.335,0.435,0
7.29,7,0.323,0.576,0
163.17,0,0.466,0.711,0
8.82,7,0.712,0.901,0
22.19,0,0.896,0.57,0
4.69,7,0.219,0.53,0
44.59,1,0.451,0.626,0
9.8,1,0.174,0.211,0
81.86,0,0.408,0.462,0
48.68,2,0.356,0.093,0
236.29,9,0.163,0.492,0
20.15,4,0.344,0.959,0
1.8,1,0.348,0.361,0
77.21,5,0.615,0.53,0
698.09,0,0.721,0.98,0
40.47,4,0.245,0.781,0
8.61,10,0.993,0.935,0
49.67,6,0.156,0.077,0
86.81,9,0.291,0.247,0
20.72,10,0.283,0.909,0
61.27,0,0.394,0.365,0
36.92,3,0.678,0.835,0
69.16,4,0.342,0.044,0
1.43,9,0.295,0.198,0
66.54,0,0.243,0.883,0
7.64,0,0.743,0.985,0
7.06,0,0.165,0.561,0
114.69,10,0.807,0.023,0
27.46,7,0.782,0.631,0
132.92,1,0.252,0.431,0
12.01,9,0.375,0.849,0
7.22,0,0.496,0.846,0
167.3,6,0.574,0.881,0
61.37,7,0.428,0.739,0
43.71,2,0.608,0.887,0
15.43,7,0.397,0.42,0
9.25,2,0.599,0.608,0
44.44,10,0.374,0.85,0
44.54,10,0.991,0.642,0
289.11,3,0.697,0.415,1
308.25,3,0.311,0.922,1
1.36,6,0.188,0.623,0
8.86,3,0.754,0.277,1
69.23,9,0.453,0.216,0
129.96,1,0.766,0.58,0
60.72,9,0.218,0.443,0
118.22,1,0.418,0.786,0
2.26,9,0.992,0.231,0
92.49,7,0.11,0.37,0
10.77,9,0.44,0.487,0
13.27,2,0.862,0.213,0
727.32,3,0.032,0.746,1
782.4,3,0.89,0.324,1
1045.75,3,0.632,0.071,1
989.17,3,0.825,0.161,1
1053.81,3,0.995,0.518,1
8.05,1,0.689,0.821,1
296.69,3,0.76,0.312,1
309.33,1,0.352,0.357,1
306.6,1,0.157,0.057,1
86.14,0,0.348,0.975,0
34.38,7,0.403,0.388,0
72.13,6,0.165,0.436,0
7.13,1,0.615,0.109,1
95.53,5,0.161,0.762,0
1164.36,3,0.559,0.652,1
121.34,0,0.694,0.309,0
39.06,0,0.726,0.467,0
1128.77,3,0.191,0.367,1
757.82,3,0.195,0.516,1
9.92,0,0.852,0.274,0
988.04,1,0.366,0.808,1
929.76,1,0.611,0.006,1
774.11,3,0.455,0.418,1
319.37,3,0.968,0.748,1
264.88,1,0.561,0.696,1
5.98,10,0.297,0.912,0
61.18,0,0.28,0.097,0
2.0,10,0.52,0.407,0
78.52,10,0.185,0.488,0
933.83,1,0.815,0.368,1
139.03,3,0.078,0.627,0
81.89,10,0.481,0.775,0
4.46,0,0.857,0.594,0
877.57,1,0.504,0.531,1
940.74,1,0.059,0.562,1
1036.43,1,0.839,0.5,1
63.48,7,0.381,0.865,0
897.82,1,0.889,0.901,1
98.67,5,0.522,0.921,0
160.79,9,0.185,0.827,0
7.61,10,0.444,0.019,0
58.53,0,0.117,0.769,0
6.35,1,0.06,0.491,0
262.22,5,0.225,0.462,0
114.35,10,0.183,0.657,0
169.34,5,0.553,0.853,0
32.27,2,0.97,0.932,0
52.19,3,0.329,0.263,0
260.2,10,0.754,0.288,0
24.36,5,0.664,0.814,0
3.12,0,0.402,0.117,0
104.69,0,0.974,0.404,0
55.22,9,0.123,0.193,0
51.71,9,0.194,0.416,0
137.02,5,0.862,0.898,0
1.16,0,0.15,0.875,0
11.6,7,0.709,0.758,0
31.79,9,0.958,0.348,0
5.87,5,0.803,0.1,0
67.17,0,0.862,0.403,0
7.21,7,0.324,0.976,0
72.39,10,0.102,0.861,0
47.88,3,0.369,0.982,0
4.93,6,0.741,0.233,0
52.25,4,0.966,0.687,0
75.79,5,0.345,0.416,0
54.93,1,0.389,0.21,0
97.14,7,0.238,0.738,0
268.8,6,0.148,0.372,0
161.61,5,0.947,0.662,0
11.92,0,0.071,0.295,0
25.57,1,0.674,0.2,0
88.25,3,0.191,0.016,0
24.45,1,0.308,0.239,0
1.42,0,0.45,0.596,0
142.87,1,0.656,0.868,0
111.45,10,0.286,0.94,0
152.63,5,0.877,0.18,0
138.67,7,0.587,0.84,0
74.31,10,0.812,0.878,0
119.1,10,0.455,0.393,0
41.93,7,0.928,0.129,0
7.45,7,0.408,0.149,0
90.65,1,0.592,0.107,0
1.47,5,0.954,0.285,0
48.32,5,0.382,0.701,0
103.57,3,0.87,0.033,0
15.44,6,0.831,0.117,0
64.06,1,0.405,0.596,0
9.63,0,0.346,0.628,0
109.97,7,0.28,0.942,0
98.58,1,0.515,0.238,0
33.49,1,0.869,0.974,0
86.96,10,0.417,0.29,0
116.17,10,0.308,0.416,0
28.57,0,0.377,0.834,0
6.47,0,0.966,0.089,0
12.55,9,0.003,0.391,0
95.21,6,0.781,0.496,0
54.09,0,0.618,0.061,0
6.52,5,0.918,0.996,0
47.88,1,0.596,0.943,0
55.65,7,0.584,0.366,0
38.3,1,0.069,0.247,0
178.56,7,0.159,0.62,0
3.11,9,0.347,0.245,0
8.5,1,0.382,0.139,0
9.87,10,0.32,0.793,0
99.16,0,0.916,0.165,0
108.49,1,0.418,0.598,0
34.41,1,0.598,0.821,0
57.72,0,0.564,0.917,0
28.48,0,0.424,0.825,0
2.0,4,0.849,0.081,0
50.64,3,0.13,0.953,0
65.55,0,0.956,0.708,0
104.46,0,0.969,0.077,0
4.16,7,0.077,0.753,0
24.32,2,0.311,0.905,0
7.86,1,0.091,0.27,0
123.93,7,0.056,0.465,0
3.99,0,0.615,0.387,0
5.76,0,0.527,0.614,0
7.31,10,0.64,0.124,0
35.26,10,0.382,0.95,0
41.95,6,0.008,0.801,0
85.57,7,0.232,0.754,0
20.87,7,0.509,0.44,0
136.79,10,0.849,0.758,0
87.91,10,0.318,0.829,0
146.7,10,0.681,0.575,0
8.58,1,0.276,0.187,0
58.56,10,0.471,0.462,0
46.95,0,0.095,0.384,0
49.95,7,0.311,0.29,0
113.76,7,0.599,0.472,0
37.62,5,0.905,0.809,0
121.28,4,0.716,0.497,0
80.86,1,0.951,0.319,0
6.53,7,0.229,0.988,0
122.95,6,0.861,0.211,0
37.15,2,0.319,0.291,0
58.25,9,0.562,0.197,0
36.9,9,0.41,0.366,0
7.33,0,0.182,0.17,0
131.26,0,0.668,0.555,0
76.55,0,0.445,0.422,0
39.05,0,0.483,0.29,0
92.54,1,0.637,0.614,0
144.25,6,0.316,0.844,0
148.79,10,0.37,0.29,0
48.91,7,0.723,0.474,0
64.8,7,0.678,0.524,0
31.34,3,0.239,0.592,0
100.96,0,0.632,0.961,0
132.44,1,0.991,0.375,0
311.37,0,0.283,0.867,0
26.43,5,0.845,0.834,0
4.17,0,0.978,0.983,0
62.23,3,0.183,0.77,0
5.03,0,0.262,0.384,0
7.88,1,0.867,0.947,0
1.49,0,0.078,0.423,0
109.24,1,0.772,0.263,0
57.3,0,0.585,0.547,0
126.03,7,0.094,0.215,0
22.48,10,0.849,0.609,0
97.06,1,0.938,0.603,0
7.04,10,0.741,0.474,0
128.17,7,0.107,0.661,0
6.28,1,0.068,0.942,0
57.11,0,0.739,0.879,0
63.44,0,0.352,0.534,0
167.31,1,0.203,0.734,0
42.33,2,0.904,0.494,0
81.06,5,0.029,0.095,0
70.28,4,0.829,0.591,0
1.17,2,0.589,0.356,0
5.22,6,0.633,0.266,0
6.61,7,0.166,0.451,0
161.51,5,0.647,0.957,0
51.83,0,0.151,0.602,0
29.69,10,0.635,0.582,0
18.85,5,0.09,0.395,0
17.04,7,0.498,0.894,0
20.33,7,0.663,0.433,0
96.5,0,0.128,0.015,0
40.05,10,0.388,0.138,0
32.81,2,0.638,0.704,0
10.16,7,0.024,0.495,0
2.46,7,0.961,0.258,0
357.38,4,0.388,0.52,0
55.79,7,0.348,0.773,0
24.86,1,0.925,0.719,0
43.78,1,0.402,0.208,0
9.59,7,0.975,0.239,0
81.15,10,0.425,0.559,0
49.15,3,0.752,0.561,0
59.04,4,0.783,0.14,0
1.62,1,0.518,0.767,0
70.53,0,0.189,0.151,0
36.08,6,0.407,0.566,0
7.2,9,0.936,0.05,0
141.18,7,0.933,0.118,0
77.44,6,0.76,0.163,0
38.3,0,0.079,0.126,0
116.36,7,0.747,0.883,0
134.09,7,0.822,0.872,0
1.4,4,0.811,0.202,0
